File ID,Data Split,Original English,English,Hindi
p329_142,train,And he had much need.,and he had much need.,ऐंड ही हैड मच नीड.
p329_158,train,His track record is not promising.,his track record is not promising.,हिज़ ट्रैक रिकॉर्ड इज़ नॉट प्रॉमिसिंग.
p329_159,train,"No-one, not even the Scottish Arts Council, was interested in her.","no-one, not even the scottish arts council, was interested in her.","नोवन, नॉट ईवन द स्कॉटिश आर्ट्स काउंसिल, वज़ इंटरेस्टेड इन हर."
p329_161,train,It will be a great night.,it will be a great night.,इट विल बी अ ग्रेट नाइट.
p329_171,train,"Tony Blair, can you see her face?","tony blair, can you see her face","टोनी ब्लेयर, कैन यू सी हर फेस"
p329_179,train,It is too early to speculate.,it is too early to speculate.,इट इज टू अर्ली टू स्पेकुलेट.
p329_188,train,They will want to watch a winning team.,they will want to watch a winning team.,दे विल वांट टू वाच अ विनिंग टीम.
p329_207,dev,We will look into it.,we will look into it.,वी विल लुक इंटू इट.
p329_213,train,We did not talk about it.,we did not talk about it.,वी डिड नाट टॉक अबाउट इट.
p329_231,train,My preference is for the single vaccines.,my preference is for the single vaccines.,माइ प्रेफरेंस इज़ फॉर द सिंगल वैक्सीन्स.
p329_258,train,"In the event, it proved a largely uplifting experience.","in the event, it proved a largely uplifting experience.","इन दि इवेंट, इट प्रूव्ड अ लार्जली अपलिफ्टिंग एक्स्पीरियंस."
p329_305,train,Both agreed on the success of the event.,both agreed on the success of the event.,दोनों सहमत ऑन द सफलता का दि इवेंट.
p329_309,train,"Others were in hiding, in fear of their lives.","others were in hiding, in fear of their lives.","अदर्श वर इन हाइडिंग, इन फिर अव थेर लाइव्स."
p329_311,train,Seaman is not the goalkeeper of old.,seaman is not the goalkeeper of old.,सीमन इज नॉट द गोलकीपर ऑव ओल्ड.
p329_331,train,"As often as not, the cause remains a mystery.","as often as not, the cause remains a mystery.","ऐस ऑफ़न ऐस नाट, द कॉज़ रिमेन्स अ मिस्ट्री."
p329_337,train,We have nothing to hide.,we have nothing to hide.,वी हैव नथिंग टू हाइड.
p329_338,dev,It might have been a satanic ritual.,it might have been a satanic ritual.,इट माइट हैव बिन अ सैटानिक रिचुअल.
p329_341,train,That is no use.,that is no use.,थैट इस नो यूस.
p329_361,train,There was support from across the board.,there was support from across the board.,धेर वस सपोर्ट फ्रम अक्रॉस द बोर्ड.
p329_364,train,"We didn't enjoy the first game, but today they were excellent.","we did not enjoy the first game, but today they were excellent.","वी डिद नाट एंजॉय द फर्स्ट गेम, बट टडे थे वर एक्सेलेंट."
p329_387,train,There is no dispute with the Iraqi people.,there is no dispute with the iraqi people.,थेर इस नो डिस्प्यूट विथ दि इराकी पीपल.
p329_400,train,We have high hopes that this will work.,we have high hopes that this will work.,वी हैव हाई होप्स दॅट दिस विल वर्क.
p329_401,train,We are now open.,we are now open.,वी आर नाउ ओपन.
p329_409,train,Players were held in equally low regard.,players were held in equally low regard.,प्लेयर्स वेर हेल्ड इन इक्वली लो रिगार्ड.
p329_412,train,Both reports appeared in the British Medical Journal.,both reports appeared in the british medical journal.,बोथ रिपोर्ट्स अपियरड इन द ब्रिटिश मेडिकल जर्नल.
p329_413,train,They have the cash to do that.,they have the cash to do that.,धे हैव द कैश तू दू धैट.
p329_414,train,He was not seeking special advantage.,he was not seeking special advantage.,ही वज़ नॉट सीकिंग स्पेशल एडवांटेज.
p329_417,train,It is so elusive and light.,it is so elusive and light.,इट इज़ सो इल्यूसिव ऐंड लाइट.
